identifier,score,category,Domain Analysis For,Google PageRank,cPR Score,Domain Authority,Page Authority,Trust Flow,Trust Metric,Global Rank,Alexa USA Rank,Alexa Reach Rank,Spam Score,External Backlinks,Referring Domains,EDU Backlinks,EDU Domains,GOV Backlinks,GOV Domains,PR Quality,Canonical URL,Topic,Topic Value,Indexed URLs,Citation Flow
durangoherald.com,100,Right Center,durangoherald.com,6,6.5,68,52,25,25,142349,31370,137373,1,708730,9143,42595,110,266,21,Very Strong,durangoherald.com/,Reference/Education,21,412609,42
theepochtimes.com,87.5,Right Center,theepochtimes.com,7,7.9,89,58,57,57,,142,513,1,3633493,42979,11081,464,677,55,Very Strong,theepochtimes.com/,News/Newspapers,57,567658,56
thegazette.com,92.5,Right Center,thegazette.com,6,6.9,74,54,32,32,49432,8993,44684,2,3479866,14892,4182,151,24649,35,Very Strong,thegazette.com/,Society/Law,27,230652,54
jewishpress.com,87.5,Right Center,jewishpress.com,6,6.5,71,50,51,51,130358,45364,118123,2,692267,9653,508,77,44,8,Very Strong,jewishpress.com/,Society/Religion and Spirituality,51,887038,58
thelibertarianrepublic.com,70,Right Center,thelibertarianrepublic.com,6,6.3,66,51,22,22,178855,41751,156014,1,75867,4364,56,27,5,2,Very Strong,thelibertarianrepublic.com/,Society/Politics,22,83070,40
pe.com,100,Right Center,pe.com,7,7.3,81,55,57,57,60030,10558,52310,1,2974320,25443,16526,239,3305,37,Very Strong,pe.com/,News/Newspapers,56,1401423,59
thesmokinggun.com,75,Right Center,thesmokinggun.com,7,7.7,82,60,64,64,52343,8913,52356,1,1887333,27497,654,167,23,9,Very Strong,thesmokinggun.com/,Society/Crime,63,134227,59
tennessean.com,100,Right Center,tennessean.com,7,7.6,83,57,63,63,20775,3678,17471,0,3216970,42202,12023,317,2042,61,Very Strong,tennessean.com/,News/Newspapers,61,1250278,68
toledoblade.com,100,Right Center,toledoblade.com,7,7.3,,,,,77387,14642,67748,1,,,,,,,,toledoblade.com/,,,,
cjonline.com,100,Right Center,cjonline.com,7,7.1,75,56,50,50,92205,16785,93496,9,954767,15247,4053,153,1264,29,Very Strong,cjonline.com/,News/Newspapers,50,245187,44
tulsaworld.com,100,Right Center,tulsaworld.com,7,7.2,78,55,30,30,,,,1,2100279,25351,2583,222,1440,36,Very Strong,tulsaworld.com/,Arts/Music,24,1313205,38
wsj.com,100,Right Center,wsj.com,8,9.1,94,75,77,77,602,160,535,1,182060026,486394,426446,3055,21525,556,Very Strong,wsj.com/,News/Newspapers,69,7815720,85
washingtontimes.com,80,Right Center,washingtontimes.com,8,8.3,90,64,72,72,7099,1634,5443,1,22744409,98433,12267,900,5102,171,Very Strong,washingtontimes.com/,News/Newspapers,70,2284112,75
rep-am.com,95,Right Center,rep-am.com,6,6.1,,,,,260928,53876,235822,4,,,,,,,,rep-am.com/,,,,
kansas.com,100,Right Center,kansas.com,7,7.3,81,54,58,58,47877,7890,39552,1,1031924,25678,2291,203,1336,47,Very Strong,kansas.com/,News/Newspapers,58,965866,59
wikileaks.org,44.5,Right Center,wikileaks.org,8,8.6,90,70,48,48,24672,11955,25254,1,14975514,45781,2562,252,162,18,Very Strong,wikileaks.org/,Society/Issues,45,25842469,64
alphanewsmn.com,39.5,Right,alphanewsmn.com,5,5,53,40,20,20,305928,85289,250255,0,75515,1390,9,3,6,1,Very Strong,alphanewsmn.com/,Society/Politics,19,30430,39
aclj.org,52,Right,aclj.org,6,6.7,68,56,57,57,103363,20172,86731,1,484240,7071,236,70,17,5,Very Strong,aclj.org/,Society/Issues,57,36437,50
spectator.org,67.5,Right,spectator.org,7,7.2,75,59,54,54,63122,11354,57867,1,6702931,15676,686,176,31,8,Very Strong,spectator.org/,Society/Politics,54,219166,59
awm.com,42,Right,awm.com,5,5.3,55,43,10,10,235764,38275,209272,1,20346,1212,14,3,0,0,Very Strong,awm.com/,Business/Agriculture and Forestry,9,84062,38
bearingarms.com,87.5,Right,bearingarms.com,6,6.3,66,51,34,34,107008,18746,92646,1,2129404,4646,18,9,1,1,Very Strong,bearingarms.com/,Society/Politics,33,70667,52
biggovernment.news,5,Right,biggovernment.news,3,3.7,33,35,16,16,9973080,,8879206,1,15810,344,1,1,0,0,Moderate,biggovernment.news/,Society/Politics,15,10364,28
bigleaguepolitics.com,12.5,Right,bigleaguepolitics.com,5,5.8,,,,,39699,9799,34465,0,,,,,,,,bigleaguepolitics.com/,,,,
bizpacreview.com,85,Right,bizpacreview.com,6,6.6,73,49,28,28,,1394,6523,1,825934,7434,32,15,5,1,Very Strong,bizpacreview.com/,Society/Politics,27,88010,46
campusreform.org,92.5,Right,campusreform.org,6,6.4,69,50,32,32,,,,1,852500,8101,494,94,3,2,Very Strong,campusreform.org/,Society/Politics,30,258280,57
christianpost.com,82.5,Right,christianpost.com,7,7.9,89,57,62,62,26129,6418,22122,1,2219346,33182,3650,240,87,14,Very Strong,christianpost.com/,Society/Religion and Spirituality,62,595931,68
commentarymagazine.com,80,Right,commentarymagazine.com,6,6.7,72,52,29,29,134934,23646,114965,0,1888860,12952,864,179,16,10,Very Strong,commentarymagazine.com/,Society/Politics,27,50638,39
conservativereview.com,92.5,Right,conservativereview.com,6,6.3,69,48,26,26,80153,21507,64573,1,799995,6353,99,20,31,4,Very Strong,conservativereview.com/,News/Weblogs,24,32824,49
dailycaller.com,70,Right,dailycaller.com,8,8.3,87,66,45,45,,176,797,1,19619781,51884,2184,327,1138,45,Very Strong,dailycaller.com/,Society/Issues,36,452028,69
dailysignal.com,100,Right,dailysignal.com,7,7.3,79,57,32,32,39692,6566,32647,1,2791780,20018,901,142,409,24,Very Strong,dailysignal.com/,Society/Politics,28,146954,58
dcwhispers.com,7.5,Right,dcwhispers.com,5,4.9,48,42,17,17,236829,77024,217390,2,89862,1127,0,0,0,0,Very Strong,dcwhispers.com/,Society/Activism,17,10775,36
faithwire.com,62.5,Right,faithwire.com,5,5.2,56,41,26,26,115149,32723,95857,1,70553,2673,19,7,0,0,Very Strong,faithwire.com/,Society/Religion and Spirituality,24,21422,41
foxnews.com,75,Right,foxnews.com,8,9,94,73,82,82,239,55,222,1,95513791,250080,267996,1654,6866,259,Very Strong,foxnews.com/,News,81,5062706,87
gopusa.com,75,Right,gopusa.com,6,5.9,62,48,40,40,232020,47493,217519,4,333513,4435,79,37,8,3,Very Strong,gopusa.com/,Society/Politics,40,106502,43
grabien.com,42,Right,grabien.com,5,5.9,64,45,34,34,27872,6670,22925,1,246360,4139,5,5,3,2,Very Strong,grabien.com/,News/Breaking News,31,382322,49
greatamericanpolitics.com,20,Right,greatamericanpolitics.com,3,3.3,,,,,294091,66880,278142,0,,,,,,,,greatamericanpolitics.com/,,,,
heritage.org,87.5,Right,heritage.org,7,7.6,80,60,73,73,23167,5078,19294,1,3628532,40491,11001,795,1572,113,Very Strong,heritage.org/,Society/Politics,73,181506,61
hermancain.com,75,Right,hermancain.com,5,5.8,61,46,14,14,,,,1,29837,2205,26,14,0,0,Very Strong,hermancain.com/,Computers/Consultants,13,2179,13
hotair.com,62.5,Right,hotair.com,7,7.7,79,63,40,40,17562,3376,16837,1,9250477,19145,424,77,101,8,Very Strong,hotair.com/,Society/Politics,36,281819,61
ijr.com,95,Right,ijr.com,7,7.1,77,54,21,21,,,,1,910417,9981,163,41,134,6,Very Strong,ijr.com/,Society/Politics,19,602775,59
independentsentinel.com,47.5,Right,independentsentinel.com,5,5.6,60,44,40,40,113540,25468,103508,1,270925,2904,11,6,0,0,Very Strong,independentsentinel.com/,Society/Politics,40,355830,49
investors.com,82.5,Right,investors.com,7,7.6,83,58,66,66,9842,2323,9566,1,11682219,40874,1983,299,869,27,Very Strong,investors.com/,Business/Investing,66,492718,69
legalinsurrection.com,87.5,Right,legalinsurrection.com,6,6.8,70,56,32,32,71616,13347,60240,1,3204824,7887,494,43,0,0,Very Strong,legalinsurrection.com/,Society/Politics,31,201250,53
lifenews.com,17.5,Right,lifenews.com,7,7.1,76,55,58,58,46631,10526,36425,0,1960013,14317,265,74,2197,9,Very Strong,lifenews.com/,Society/Issues,58,139123,64
lifesitenews.com,17.5,Right,lifesitenews.com,7,7.8,85,59,61,61,23706,6691,20749,1,4135544,19742,332,73,11,5,Very Strong,lifesitenews.com/,Society/Issues,60,157053,63
lifezette.com,62.5,Right,lifezette.com,6,6.5,71,49,32,32,79549,21256,65815,1,768512,7779,377,73,15,5,Very Strong,lifezette.com/,News/Breaking News,31,50186,45
louderwithcrowder.com,29.5,Right,louderwithcrowder.com,6,6,61,51,21,21,37366,7198,32739,1,94915,3368,7,5,1,1,Very Strong,louderwithcrowder.com/,Society/Politics,19,127866,47
unionleader.com,80,Right,unionleader.com,6,6.8,,,,,68805,12176,63842,1,,,,,,,,unionleader.com/,,,,
nationalreview.com,100,Right,nationalreview.com,8,8.2,89,62,71,71,7811,1641,6612,1,24679090,56194,8142,626,1048,47,Very Strong,nationalreview.com/,Society/Politics,69,492527,66
newsbusters.org,69.5,Right,newsbusters.org,7,7.6,79,62,55,55,,,,1,4348520,18686,490,104,42,5,Very Strong,newsbusters.org/,Society/Activism,54,288267,56
newsmax.com,67.5,Right,newsmax.com,7,7.8,83,62,62,62,9808,2131,8825,1,6373688,45460,2763,363,373,36,Very Strong,newsmax.com/,News/Breaking News,62,892825,55
observer.com,80,Right,observer.com,7,8,86,63,40,40,25760,8444,19684,0,4805206,53306,4549,372,410,28,Very Strong,observer.com/,News/Newspapers,35,320907,50
ntknetwork.com,39.5,Right,ntknetwork.com,5,5.5,57,45,17,17,181451,64840,151219,0,98036,2232,4,3,6,4,Very Strong,ntknetwork.com/,Society/Politics,17,16863,43
pjmedia.com,42,Right,pjmedia.com,7,7.5,80,59,50,50,,,,1,14254403,23897,1033,152,58,14,Very Strong,pjmedia.com/,News/Weblogs,45,865606,67
thepoliticalinsider.com,7.5,Right,thepoliticalinsider.com,6,6.3,68,49,17,17,68640,18084,60400,1,150988,4949,17,6,0,0,Very Strong,thepoliticalinsider.com/,Society/Politics,15,93399,43
politifeed.net,44.5,Right,politifeed.net,3,2.9,24,29,7,7,6175754,,5654143,0,303,130,0,0,0,0,Moderate,politifeed.net/,Society/Politics,7,9901,26
projectveritas.com,44.5,Right,projectveritas.com,6,6.2,63,52,23,23,244862,27517,206844,1,198820,3639,4,2,0,0,Very Strong,projectveritas.com/,Society/Politics,22,24865,45
westernjournalism.com,37.5,Right,westernjournalism.com,6,6.6,71,51,20,20,2523178,,2732740,0,603030,7202,58,30,4,2,Very Strong,westernjournalism.com/,Society/Politics,19,76735,34
theblacksphere.net,57,Right,theblacksphere.net,5,5.6,55,48,21,21,262953,57986,229735,0,314137,1660,0,0,0,0,Very Strong,theblacksphere.net/,Society/Politics,20,27216,39
theblaze.com,80,Right,theblaze.com,7,7.9,86,60,39,39,8524,1802,7464,1,6538859,37147,999,226,279,16,Very Strong,theblaze.com/,News/Media Industry,32,409481,63
carepublican.com,47,Right,carepublican.com,3,3.7,37,31,8,8,15571558,,14582343,3,290,151,1,1,0,0,Moderate,carepublican.com/,News/Newspapers,8,448,26
thecollegefix.com,92.5,Right,thecollegefix.com,6,6.2,67,47,29,29,82834,14000,70995,1,841732,8299,584,107,9,4,Very Strong,thecollegefix.com/,Business/Investing,27,64494,50
dailywire.com,67.5,Right,dailywire.com,7,7.2,81,53,35,35,3060,585,2870,1,2905182,18033,307,62,9,5,Very Strong,dailywire.com/,News/Breaking News,31,84639,60
thefederalist.com,75,Right,thefederalist.com,7,7.3,77,59,37,37,16193,3351,13301,0,3915729,22656,942,148,136,12,Very Strong,thefederalist.com/,Society/Politics,30,100836,61
theconservativetreehouse.com,17.5,Right,theconservativetreehouse.com,6,6.6,68,54,24,24,26270,5758,23924,0,1262594,6135,17,10,0,0,Very Strong,theconservativetreehouse.com/,Society/Issues,22,2295122,45
patriotpost.us,90,Right,patriotpost.us,6,6.3,63,54,28,28,190989,32509,180054,1,1671079,5157,62,30,2,2,Very Strong,patriotpost.us/,Society/Politics,26,289522,56
therightscoop.com,47.5,Right,therightscoop.com,6,6.5,68,53,21,21,45963,8485,45303,2,2308427,5863,16,9,5,3,Very Strong,therightscoop.com/,Society/Politics,19,491321,51
thetruthaboutguns.com,75,Right,thetruthaboutguns.com,6,6.7,74,50,24,24,36109,7337,32010,0,1277942,7270,32,10,1,1,Very Strong,thetruthaboutguns.com/,Business,21,2060803,42
townhall.com,85,Right,townhall.com,8,8.2,87,65,60,60,9403,1786,9864,1,12107828,35089,4863,343,281,24,Very Strong,townhall.com/,Society/Politics,57,1062946,61
tribunist.com,62.5,Right,tribunist.com,5,5.3,57,42,19,19,226784,45995,184771,0,14657,1645,3,2,0,0,Very Strong,tribunist.com/,Recreation/Humor,19,12182,32
twitchy.com,29.5,Right,twitchy.com,7,7.1,75,56,35,35,20161,3813,22409,1,4168581,10499,133,24,5,2,Very Strong,twitchy.com/,Society/Politics,33,305016,56
washingtonexaminer.com,92.5,Right,washingtonexaminer.com,7,7.8,83,61,60,60,4923,1091,3785,1,16246205,54322,21536,401,5607,83,Very Strong,washingtonexaminer.com/,News/Newspapers,56,636922,70
freebeacon.com,77.5,Right,freebeacon.com,7,7.6,79,61,46,46,23561,4711,18631,1,4506138,25149,569,120,412,20,Very Strong,freebeacon.com/,Society/Military,39,444745,69
weeklystandard.com,87.5,Right,weeklystandard.com,7,7.6,83,58,64,64,101777,28828,82598,1,6970026,30327,7982,337,2548,23,Very Strong,weeklystandard.com/,Society/Politics,64,144885,55
westernjournal.com,37.5,Right,westernjournal.com,6,6.9,82,46,27,27,,125,481,1,1384680,8832,103,37,135,4,Very Strong,westernjournal.com/,Society/Politics,23,148740,54
yellowhammernews.com,87.5,Right,yellowhammernews.com,6,6,64,48,24,24,211945,43288,186246,1,73173,3940,601,23,835,12,Very Strong,yellowhammernews.com/,Society/Politics,22,200100,45
arstechnica.com,100,Pro Science,arstechnica.com,8,8.9,92,72,75,75,1764,509,1372,1,158707432,138468,44631,986,3154,135,Very Strong,arstechnica.com/,Computers/News and Media,72,7000481,82
cdc.gov,100,Pro Science,cdc.gov,8,8.9,94,71,94,94,1699,410,1547,1,61657154,364014,1344756,3838,1600698,1911,Very Strong,cdc.gov/,Health/Conditions and Diseases,92,1656753,89
cnet.com,100,Pro Science,cnet.com,8,9,95,72,86,86,177,126,155,1,92107018,314943,201570,2391,731189,309,Very Strong,cnet.com/,Computers/Software/Directories,75,8501401,88
discovermagazine.com,95,Pro Science,discovermagazine.com,8,8.1,85,65,65,65,19357,4911,14997,2,4809559,49227,30086,812,728,46,Very Strong,discovermagazine.com/,Science/Publications,61,363266,65
futurism.com,100,Pro Science,futurism.com,7,8,88,61,31,31,10333,3812,8193,1,1289610,30614,7750,284,227,28,Very Strong,futurism.com/,Reference/Education,25,113108,64
healthline.com,82.5,Pro Science,healthline.com,8,8.3,90,63,53,53,389,177,353,1,10111521,114951,82809,858,566,102,Very Strong,healthline.com/,Health/Conditions and Diseases,48,397833,72
livescience.com,100,Pro Science,livescience.com,8,8.4,91,65,68,68,2753,869,2045,1,10862364,126650,29262,1205,1329,129,Very Strong,livescience.com/,Science/News and Media,67,273542,75
mayoclinic.org,77.5,Pro Science,mayoclinic.org,8,8.4,92,64,82,82,904,295,681,1,10755686,179875,998576,1736,17574,323,Very Strong,mayoclinic.org/,Health/Conditions and Diseases,74,1153876,78
medicalnewstoday.com,100,Pro Science,medicalnewstoday.com,8,8.3,91,62,50,50,1981,687,1370,1,29504861,96482,30400,775,797,85,Very Strong,medicalnewstoday.com/,Health/Mental Health,39,682082,74
medscape.com,92.5,Pro Science,medscape.com,8,8.2,90,62,80,80,2687,1150,2386,1,12288753,84794,136493,1403,7224,230,Very Strong,medscape.com/,Health/Medicine,73,1415181,65
technologyreview.com,87.5,Pro Science,technologyreview.com,8,8.2,91,61,70,70,7108,2315,5666,1,5645076,92605,41628,1174,1155,126,Very Strong,technologyreview.com/,Science/Technology,69,389579,73
nasa.gov,95,Pro Science,nasa.gov,8,9,94,72,94,94,952,390,935,2,98044886,302755,2666377,3976,305982,919,Very Strong,nasa.gov/,Science/Technology,92,19322358,83
nationalgeographic.com,100,Pro Science,nationalgeographic.com,8,8.9,92,72,80,80,1643,536,1361,2,31067715,260721,456697,2895,20022,527,Very Strong,nationalgeographic.com/,Science/Social Sciences,69,1839951,76
newscientist.com,95,Pro Science,newscientist.com,8,8.4,92,64,78,78,9580,4893,7979,1,15164113,107773,842215,1654,2019,158,Very Strong,newscientist.com/,Science/Publications,76,978393,75
popsci.com,82.5,Pro Science,popsci.com,7,8,88,61,63,63,7192,2165,5924,1,4284786,73158,18914,883,975,96,Very Strong,popsci.com/,Science/Publications,62,403875,63
psychologytoday.com,80,Pro Science,psychologytoday.com,8,8.5,93,65,48,48,1202,387,963,1,15281357,188266,80967,1688,555,102,Very Strong,psychologytoday.com/,Health/Mental Health,43,9786009,58
sciencealert.com,85,Pro Science,sciencealert.com,7,7.6,83,57,55,55,8076,3057,6041,1,1838974,43082,3094,430,334,52,Very Strong,sciencealert.com/,Science/News and Media,55,95369,63
factcheck.org,100,Pro Science,factcheck.org,7,7.8,80,64,72,72,29164,5665,23082,1,4075892,28734,15401,822,146,36,Very Strong,factcheck.org/,News/Media Industry,72,93830,61
sciencedaily.com,82.5,Pro Science,sciencedaily.com,8,8.6,93,66,71,71,3575,1412,3041,1,45868883,175710,205562,2061,19622,239,Very Strong,sciencedaily.com/,Science/Educational Resources,70,645199,57
sciencemag.org,100,Pro Science,sciencemag.org,8,8.5,93,64,81,81,,,,1,31097518,159025,903566,3368,54018,357,Very Strong,sciencemag.org/,Science/Publications,79,8111745,76
sciencenews.org,100,Pro Science,sciencenews.org,7,7.8,88,57,68,68,24665,5846,20912,1,2114991,35728,20732,999,1490,71,Very Strong,sciencenews.org/,Science/Publications,67,308429,64
scientificamerican.com,100,Pro Science,scientificamerican.com,8,8.4,92,64,72,72,4644,1559,3559,1,14346766,162450,85671,2121,2931,234,Very Strong,scientificamerican.com/,Science/Publications,70,1443016,74
smithsonianmag.com,100,Pro Science,smithsonianmag.com,7,8,87,61,66,66,5867,1575,4282,1,6546098,94438,38906,1192,2240,181,Very Strong,smithsonianmag.com/,Society/History,64,2600865,72
space.com,92.5,Pro Science,space.com,8,8.4,90,66,73,73,4291,1523,3443,1,8387782,68551,33481,853,1978,89,Very Strong,space.com/,Science/Astronomy,71,310575,72
the-scientist.com,95,Pro Science,the-scientist.com,7,7.3,81,54,37,37,33722,12583,27634,1,1095826,21745,20715,757,548,39,Very Strong,the-scientist.com/,Science/Biology,30,948860,58
treehugger.com,100,Pro Science,treehugger.com,7,7.9,83,64,72,72,18439,5469,15515,1,6125377,58928,6926,520,341,72,Very Strong,treehugger.com/,Society/Issues,72,436572,69
webmd.com,92.5,Pro Science,webmd.com,8,8.9,93,72,83,83,482,173,396,1,39310933,268893,38777,1818,2899,331,Very Strong,webmd.com/,Health,81,2694708,81
anonews.co,39.5,Conspiracy,anonews.co,5,5.7,60,45,16,16,79747,44072,63698,3,95818,2329,36,18,2,1,Very Strong,anonews.co/,Society/Law,15,5398,34
awarenessact.com,7.5,Conspiracy,awarenessact.com,5,5.5,57,45,17,17,89652,38941,73780,2,29935,1956,13,6,0,0,Very Strong,awarenessact.com/,Health/Alternative,17,66151,33
charismanews.com,75,Conspiracy,charismanews.com,6,6.3,68,49,45,45,78321,23165,68646,1,3082161,8845,168,40,0,0,Very Strong,charismanews.com/,Society/Religion and Spirituality,45,516080,45
cbn.com,87.5,Conspiracy,cbn.com,7,7.6,84,57,65,65,15463,4424,13895,6,4099284,32409,8037,210,234,17,Very Strong,cbn.com/,Society/Religion and Spirituality,64,577746,62
collective-evolution.com,12.5,Conspiracy,collective-evolution.com,7,7.5,85,54,25,25,25400,,20316,1,1772348,18117,135,64,2,1,Very Strong,collective-evolution.com/,Society/Paranormal,21,78880,58
curiousmindmagazine.com,20,Conspiracy,curiousmindmagazine.com,5,5.3,57,42,18,18,131818,51343,105312,1,10254,1477,15,7,0,0,Very Strong,curiousmindmagazine.com/,Society/Religion and Spirituality,18,13231,39
ecowatch.com,69.5,Conspiracy,ecowatch.com,7,7.1,76,56,34,34,46984,11589,37935,1,1792067,23752,2078,220,102,23,Very Strong,ecowatch.com/,Society/Ethnicity,27,87718,58
educateinspirechange.org,17.5,Conspiracy,educateinspirechange.org,5,5.5,56,46,16,16,90341,59760,69204,1,41863,2083,5,3,0,0,Very Strong,educateinspirechange.org/,Recreation/Travel,14,96143,45
endtimeheadlines.org,77.5,Conspiracy,endtimeheadlines.org,5,4.9,47,44,17,17,175416,41897,161475,1,160260,1137,7,3,0,0,Very Strong,endtimeheadlines.org/,Society/Issues,16,67745,44
ewg.org,87.5,Conspiracy,ewg.org,7,7.8,83,61,79,79,25548,5240,26754,5,4072508,52948,4058,415,398,67,Very Strong,ewg.org/,Society/Issues,74,1623431,61
thefreethoughtproject.com,59.5,Conspiracy,thefreethoughtproject.com,7,7.1,75,57,25,25,55112,13086,47419,1,2312045,9842,121,24,0,0,Very Strong,thefreethoughtproject.com/,Society/Politics,24,33370,55
govtslaves.com,5,Conspiracy,govtslaves.com,4,4.1,,,,,2415950,552518,2047246,2,,,,,,,,govtslaves.com/,,,,
healthnutnews.com,7.5,Conspiracy,healthnutnews.com,5,5.7,60,46,25,25,72310,16834,77803,1,460328,2903,3,2,0,0,Very Strong,healthnutnews.com/,Health/Nutrition,25,48515,43
healthy-holistic-living.com,17.5,Conspiracy,healthy-holistic-living.com,6,6,63,48,18,18,46502,13780,36257,1,138075,5202,5,4,0,0,Very Strong,healthy-holistic-living.com/,Society/Paranormal,17,80821,43
humansarefree.com,7.5,Conspiracy,humansarefree.com,6,6.3,64,53,19,19,64955,30857,55141,2,473647,4740,16,8,0,0,Very Strong,humansarefree.com/,Society/Politics,18,17863,43
iflscience.com,57,Conspiracy,iflscience.com,7,7.5,83,56,32,32,5770,2352,4556,1,1211872,37122,4442,406,135,28,Very Strong,iflscience.com/,Science/Physics,28,90999,59
infowars.com,25,Conspiracy,infowars.com,7,8,83,65,70,70,3682,1002,3563,1,13200720,38486,2365,154,30,11,Very Strong,infowars.com/,Society/Politics,69,708091,63
jesusdaily.com,54.5,Conspiracy,jesusdaily.com,4,4.6,47,38,13,13,176020,70456,149865,1,11857,592,1,1,0,0,Strong,jesusdaily.com/,Home/Family,12,30263,40
liveaction.org,30,Conspiracy,liveaction.org,6,6.4,66,53,26,26,93589,25551,76554,1,329020,4473,57,10,3,1,Very Strong,liveaction.org/,Society/Issues,25,60742,45
mediafactwatch.com,5,Conspiracy,mediafactwatch.com,3,3.7,32,37,7,7,15627331,,17367718,1,4309,298,0,0,0,0,Moderate,mediafactwatch.com/,Health/News and Media,7,15583,28
medicine.news,5,Conspiracy,medicine.news,4,4.3,37,42,15,15,4524503,,4166532,0,20528,663,1,1,0,0,Strong,medicine.news/,Society/Issues,13,22593,32
mercola.com,35,Conspiracy,mercola.com,8,8.3,91,63,68,68,5993,2330,5143,1,7777167,65516,1154,232,82,24,Very Strong,mercola.com/,Health/Alternative,68,338338,65
mindbodygreen.com,75,Conspiracy,mindbodygreen.com,7,7.9,88,59,33,33,8440,2499,6686,1,2329721,41162,7228,175,56,10,Very Strong,mindbodygreen.com/,Society/Issues,27,2787725,60
naturalnews.com,5,Conspiracy,naturalnews.com,8,8.2,87,64,35,35,16763,5568,15615,1,6730329,48653,2102,236,62,15,Very Strong,naturalnews.com/,Health/News and Media,28,597122,66
neonnettle.com,25,Conspiracy,neonnettle.com,5,5.9,63,46,20,20,64245,16165,55858,1,945205,3609,11,5,0,0,Very Strong,neonnettle.com/,Society/Folklore,18,4746770,56
newstarget.com,5,Conspiracy,newstarget.com,6,6.2,62,52,51,51,105572,37104,87249,1,226119,5689,71,34,8,3,Very Strong,newstarget.com/,Health/News and Media,51,105768,45
nowtheendbegins.com,17.5,Conspiracy,nowtheendbegins.com,6,5.9,61,49,28,28,,16086,59403,1,194001,4074,7,4,1,1,Very Strong,nowtheendbegins.com/,News/Media Industry,27,267339,51
peta.org,57,Conspiracy,peta.org,7,8,86,62,67,67,19554,5150,16879,0,3018875,44011,6942,295,48,21,Very Strong,peta.org/,Society/Issues,65,60628,52
realfarmacy.com,7.5,Conspiracy,realfarmacy.com,6,6,62,50,20,20,96669,31506,77282,1,198681,5831,63,17,1,1,Very Strong,realfarmacy.com/,Science/Agriculture,19,38896,45
returntonow.net,17.5,Conspiracy,returntonow.net,5,4.9,50,41,16,16,83489,25040,63615,1,38129,1706,7,6,0,0,Very Strong,returntonow.net/,Shopping/Health,15,9416,38
space.news,5,Conspiracy,space.news,4,4.1,38,38,20,20,3346913,,3190899,0,13406,404,14,2,0,0,Moderate,space.news/,Health/News and Media,20,2054,25
theantimedia.com,20,Conspiracy,theantimedia.com,6,6.3,72,45,26,26,115655,28887,102750,1,582320,4339,23,10,0,0,Very Strong,theantimedia.com/,Society/Paranormal,26,194653,60
theheartysoul.com,57,Conspiracy,theheartysoul.com,6,6.2,65,50,17,17,57819,18426,44762,1,128566,4832,76,6,1,1,Very Strong,theheartysoul.com/,Business/Healthcare,15,54459,48
stream.org,57,Conspiracy,stream.org,6,6,61,50,37,37,112139,23742,102838,1,739130,4277,689,22,0,0,Very Strong,stream.org/,Society/Religion and Spirituality,34,170923,55
truepundit.com,12.5,Conspiracy,truepundit.com,6,6.1,65,48,20,20,54431,11339,47574,1,221740,3459,4,2,0,0,Very Strong,truepundit.com/,Society/Issues,19,48383,41
twisted.news,5,Conspiracy,twisted.news,4,3.8,32,38,7,7,,,,0,28276,362,1,1,0,0,Moderate,twisted.news/,News/Newspapers,7,181,13
vaccines.news,5,Conspiracy,vaccines.news,4,4.8,43,46,18,18,687751,586036,575716,1,91783,1254,8,2,0,0,Very Strong,vaccines.news/,Society/Paranormal,17,5670,38
yournewswire.com,0,Conspiracy,yournewswire.com,7,7.5,83,56,19,19,15657164,,14675664,1,1109646,9670,410,21,0,0,Very Strong,yournewswire.com/,Society/Religion and Spirituality,16,175021,42
zerohedge.com,0,Conspiracy,zerohedge.com,7,8,87,62,46,46,1934,598,1928,1,15378077,44982,2053,153,28,8,Very Strong,zerohedge.com/,Society/Paranormal,37,909551,73
100percentfedup.com,7.5,Fake News,100percentfedup.com,5,5.6,57,46,19,19,99504,20549,90995,0,258793,1823,4,3,0,0,Very Strong,100percentfedup.com/,Society/Religion and Spirituality,17,33421,41
abcnews-us.com,20,Fake News,abcnews-us.com,3,2.8,31,21,7,7,,,,8,158,54,0,0,0,0,Weak,abcnews-us.com/,Society/People,7,241,11
allenwestrepublic.com,34.5,Fake News,allenwestrepublic.com,4,4.7,48,39,14,14,,,,0,33862,567,0,0,0,0,Strong,allenwestrepublic.com/,Society/Politics,14,12830,23
americanjournalreview.com,7.5,Fake News,americanjournalreview.com,3,3.6,31,35,12,12,1933342,,1792279,2,3395,329,0,0,0,0,Moderate,americanjournalreview.com/,News/Media Industry,11,12672,25
americanlookout.com,20,Fake News,americanlookout.com,5,5.1,51,43,14,14,777848,180533,679575,0,83299,938,6,3,0,0,Strong,americanlookout.com/,Society/Politics,13,39232,31
americanthinker.com,27.5,Fake News,americanthinker.com,7,7.4,79,58,58,58,13274,3257,13310,6,6506189,23101,695,132,32,11,Very Strong,americanthinker.com/,News/Magazines and E-zines,58,668997,60
bb4sp.com,37.5,Fake News,bb4sp.com,4,4.2,41,36,12,12,2639267,,2431287,0,5789,366,0,0,0,0,Moderate,bb4sp.com/,Society/Gay  Lesbian  and Bisexual,11,23422,26
beforeitsnews.com,0,Fake News,beforeitsnews.com,7,7.3,74,62,26,26,17755,6560,19076,1,2468997,25309,6810,264,139,25,Very Strong,beforeitsnews.com/,Business/Business Services,22,905593,46
